"","cmplnt_fr_dt","ofns_desc","prem_typ_desc","year","latitude","longitude","month","day","fips","city"
"4121",2014-11-25,"burglary","behind building/alley",2014,35.93414134,-79.023084,11,25,37135012100,"chapel hill"
"4122",2014-07-21,"theft(including auto)","home of victim - other dwelling",2014,35.91421579,-79.06146685,7,21,37135011300,"chapel hill"
"4123",2014-07-06,"theft(including auto)","highway/road/street  etc.",2014,35.92665301,-79.0512716,7,6,37135011400,"chapel hill"
"4124",2016-06-13,"burglary","home of victim - single family",2016,35.91530886,-79.05736381,6,13,37135011300,"chapel hill"
"4125",2013-10-12,"theft(including auto)","home of victim - other dwelling",2013,35.95155351,-79.00980271,10,12,37135011201,"chapel hill"
"4126",2011-11-22,"theft(including auto)","restaurant",2011,35.91462735,-79.05287687,11,22,37135011400,"chapel hill"
"4127",2015-06-24,"theft(including auto)","enclosed parking/deck",2015,35.91190558,-79.06166507,6,24,37135011700,"chapel hill"
"4128",2011-11-11,"theft(including auto)","home of victim - other dwelling",2011,35.90820062,-79.05865913,11,11,37135011700,"chapel hill"
"4129",2015-09-25,"theft(including auto)","government/public building",2015,35.92846613,-79.03111839,9,25,37135012100,"chapel hill"
"4130",2014-05-08,"burglary","home of victim - single family",2014,35.90839181,-79.05978052,5,8,37135011700,"chapel hill"
"4131",2011-01-14,"theft(including auto)","restaurant",2011,35.91328595,-79.05607124,1,14,37135011700,"chapel hill"
"4132",2011-01-07,"aggravated assault","highway/road/street  etc.",2011,35.91354409,-79.05429753,1,7,37135011600,"chapel hill"
"4133",2012-05-14,"theft(including auto)","school/college",2012,35.93618016,-79.04352808,5,14,37135011900,"chapel hill"
"4134",2012-05-12,"theft(including auto)","other retail establishment",2012,35.91425874,-79.05482185,5,12,37135011400,"chapel hill"
"4135",2014-07-03,"theft(including auto)","home of victim - single family",2014,35.95200203,-79.01905062,7,3,37135011201,"chapel hill"
"4136",2012-05-02,"theft(including auto)","other retail establishment",2012,35.94782637,-79.0127921,5,2,37135011201,"chapel hill"
"4137",2010-07-10,"burglary","parking lot/area",2010,35.94652745,-79.08056977,7,10,37135010702,"chapel hill"
"4138",2016-03-05,"burglary","enclosed parking/deck",2016,35.91469574,-79.05493927,3,5,37135011400,"chapel hill"
"4139",2016-02-29,"burglary","home of victim - other dwelling",2016,35.9165891,-79.05181401,2,29,37135011400,"chapel hill"
"4140",2015-04-17,"burglary","home of victim - single family",2015,35.9411686,-79.01310037,4,17,37135012100,"chapel hill"
"4141",2014-03-27,"theft(including auto)","restaurant",2014,35.91376889,-79.0579172,3,27,37135011300,"chapel hill"
"4142",2015-05-23,"theft(including auto)","enclosed parking/deck",2015,35.91302252,-79.05826013,5,23,37135011700,"chapel hill"
"4143",2015-03-21,"theft(including auto)","behind building/alley",2015,35.91163635,-79.05979156,3,21,37135011700,"chapel hill"
"4144",2015-03-10,"burglary","home of victim - single family",2015,35.91545095,-79.05579341,3,10,37135011400,"chapel hill"
"4145",2013-12-12,"burglary","home of victim - single family",2013,35.9584755,-79.02641695,12,12,37135011201,"chapel hill"
"4146",2011-02-14,"theft(including auto)","other residence - other dwelling",2011,35.91087404,-79.05495835,2,14,37135011700,"chapel hill"
"4147",2011-02-13,"burglary","other residence - other dwelling",2011,35.92053261,-79.05542127,2,13,37135011400,"chapel hill"
"4148",2012-06-06,"theft(including auto)","other retail establishment",2012,35.91430237,-79.05350176,6,6,37135011400,"chapel hill"
"4149",2015-05-02,"theft(including auto)","convenience store",2015,35.91425874,-79.05482185,5,2,37135011400,"chapel hill"
"4150",2015-04-29,"theft(including auto)","parking lot/area",2015,35.93917768,-79.00896881,4,29,37135012100,"chapel hill"
"4151",2015-03-10,"burglary","home of victim - other dwelling",2015,35.91358021,-79.06107651,3,10,37135011300,"chapel hill"
"4152",2015-02-07,"theft(including auto)","parking lot/area",2015,35.9164169,-79.04881941,2,7,37135011400,"chapel hill"
"4153",2015-03-01,"theft(including auto)","other residence - other dwelling",2015,35.91127554,-79.06016076,3,1,37135011700,"chapel hill"
"4154",2015-02-17,"theft(including auto)","other retail establishment",2015,35.92785452,-79.0297071,2,17,37135012100,"chapel hill"
"4155",2015-02-21,"theft(including auto)","restaurant",2015,35.9108425,-79.0626862,2,21,37135011700,"chapel hill"
"4156",2015-05-21,"theft(including auto)","restaurant",2015,35.91364032,-79.05637398,5,21,37135011700,"chapel hill"
"4157",2011-11-23,"burglary","home of victim - other dwelling",2011,35.90547019,-79.0674689,11,23,37135010702,"chapel hill"
"4158",2012-04-11,"aggravated assault","parking lot/area",2012,35.91374079,-79.05991241,4,11,37135011300,"chapel hill"
"4159",2015-01-27,"burglary","home of victim - single family",2015,35.88106394,-79.07049416,1,27,37135012200,"chapel hill"
"4160",2015-01-23,"burglary","other retail establishment",2015,35.9065452,-79.02215353,1,23,37135012200,"chapel hill"
"4161",2015-08-29,"burglary","parking lot/area",2015,35.89027432,-79.0673142,8,29,37135012200,"chapel hill"
"4162",2014-05-21,"theft(including auto)","home of victim - single family",2014,35.9283008,-79.01946858,5,21,37135012100,"chapel hill"
"4163",2014-05-21,"burglary","home of victim - single family",2014,35.93483232,-79.00573411,5,21,37135012100,"chapel hill"
"4164",2015-02-07,"burglary","home of victim - other dwelling",2015,35.92628593,-79.03178581,2,7,37135011500,"chapel hill"
"4165",2012-03-14,"burglary","home of victim - single family",2012,35.9435782,-79.00826557,3,14,37135012100,"chapel hill"
"4166",2012-07-02,"theft(including auto)","other retail establishment",2012,35.9117053,-79.06308103,7,2,37135011300,"chapel hill"
"4167",2012-06-30,"theft(including auto)","bar/nightclub/lounge",2012,35.91318866,-79.054895,6,30,37135011600,"chapel hill"
"4168",2016-10-28,"burglary","home of victim - single family",2016,35.9276155,-79.01177813,10,28,37135012100,"chapel hill"
"4169",2016-08-24,"theft(including auto)","pharmacy",2016,35.91425874,-79.05482185,8,24,37135011400,"chapel hill"
"4170",2016-08-15,"burglary","home of victim - other dwelling",2016,35.96662054,-79.05732292,8,15,37135011201,"chapel hill"
"4171",2016-08-02,"burglary","parking lot/area",2016,35.94115912,-79.05419477,8,2,37135011900,"chapel hill"
"4172",2016-08-01,"burglary","home of victim - other dwelling",2016,35.8802475,-79.06787903,8,1,37135012200,"chapel hill"
"4173",2016-07-27,"theft(including auto)","service/gas station",2016,35.94773305,-79.05923841,7,27,37135011800,"chapel hill"
"4174",2016-08-03,"aggravated assault","behind building/alley",2016,35.96828728,-79.05864534,8,3,37135011201,"chapel hill"
"4175",2015-07-02,"theft(including auto)","highway/road/street  etc.",2015,35.91289591,-79.06232146,7,2,37135011300,"chapel hill"
"4176",2012-04-20,"burglary","home of victim - other dwelling",2012,35.92628593,-79.03178581,4,20,37135011500,"chapel hill"
"4177",2012-04-12,"burglary","home of victim - single family",2012,35.89431058,-79.05101017,4,12,37135012200,"chapel hill"
"4178",2015-07-06,"theft(including auto)","home of victim - other dwelling",2015,35.9245563,-79.0666124,7,6,37135011800,"chapel hill"
"4179",2014-08-18,"burglary","home of victim - single family",2014,35.88415465,-79.07410965,8,18,37135012200,"chapel hill"
"4180",2013-07-06,"burglary","other residence - other dwelling",2013,35.91302252,-79.05826013,7,6,37135011700,"chapel hill"
"4181",2014-04-24,"burglary","home of victim - other dwelling",2014,35.94755658,-79.00872249,4,24,37135011201,"chapel hill"
"4182",2013-07-15,"theft(including auto)","other residence - other dwelling",2013,35.92628593,-79.03178581,7,15,37135011500,"chapel hill"
"4183",2015-05-12,"theft(including auto)","home of victim - single family",2015,35.91576368,-79.06664761,5,12,37135011300,"chapel hill"
"4184",2014-03-24,"theft(including auto)","other residence - other dwelling",2014,35.91071885,-79.05601408,3,24,37135011700,"chapel hill"
"4185",2014-05-22,"burglary","highway/road/street  etc.",2014,35.93534095,-79.0086647,5,22,37135012100,"chapel hill"
"4186",2013-03-09,"burglary","parking lot/area",2013,35.9081608,-79.00986756,3,9,37135012100,"chapel hill"
"4187",2013-03-09,"theft(including auto)","service/gas station",2013,35.96665966,-79.05878526,3,9,37135011201,"chapel hill"
"4188",2013-01-03,"theft(including auto)","other retail establishment",2013,35.91331983,-79.05465297,1,3,37135011600,"chapel hill"
"4189",2012-07-26,"burglary","home of victim - single family",2012,35.95534243,-79.02685693,7,26,37135011900,"chapel hill"
"4190",2012-12-13,"theft(including auto)","other retail establishment",2012,35.93537443,-79.02639606,12,13,37135012100,"chapel hill"
"4191",2012-11-27,"theft(including auto)","home of victim - other dwelling",2012,35.91848613,-79.05604248,11,27,37135011400,"chapel hill"
"4192",2012-04-08,"burglary","parking lot/area",2012,35.95024687,-79.02460522,4,8,37135011900,"chapel hill"
"4193",2012-04-07,"theft(including auto)","service/gas station",2012,35.90762352,-79.02550058,4,7,37135012200,"chapel hill"
"4194",2012-11-19,"robbery","other residence - single family dwelling",2012,35.9050743,-79.06677891,11,19,37135010702,"chapel hill"
"4195",2012-11-27,"burglary","parking lot/area",2012,35.93813543,-79.02196079,11,27,37135012100,"chapel hill"
"4196",2012-11-24,"burglary","commercial/office building",2012,35.91302252,-79.05826013,11,24,37135011700,"chapel hill"
"4197",2014-04-06,"burglary","other residence - other dwelling",2014,35.91875877,-79.05902311,4,6,37135011300,"chapel hill"
"4198",2013-10-02,"theft(including auto)","other non-residential building",2013,35.90963281,-79.06372888,10,2,37135011700,"chapel hill"
"4199",2014-03-07,"burglary","home of victim - other dwelling",2014,35.91747228,-79.0649904,3,7,37135011300,"chapel hill"
"4200",2012-12-19,"burglary","home of victim - single family",2012,35.95527688,-79.0184292,12,19,37135011201,"chapel hill"
"4201",2016-04-02,"theft(including auto)","home of victim - single family",2016,35.9162228,-79.06066734,4,2,37135011300,"chapel hill"
"4202",2016-10-29,"theft(including auto)","other non-residential building",2016,35.95163255,-79.05881295,10,29,37135011201,"chapel hill"
"4203",2013-10-17,"theft(including auto)","restaurant",2013,35.91310762,-79.05542354,10,17,37135011600,"chapel hill"
"4204",2014-09-10,"theft(including auto)","restaurant",2014,35.92430692,-79.05363562,9,10,37135011400,"chapel hill"
"4205",2011-03-08,"burglary","all other",2011,35.95781576,-79.06015677,3,8,37135011201,"chapel hill"
"4206",2015-04-06,"theft(including auto)","restaurant",2015,35.91347007,-79.05559957,4,6,37135011400,"chapel hill"
"4207",2012-02-23,"theft(including auto)","home of offender - other dwell",2012,35.95479778,-79.05922627,2,23,37135011201,"chapel hill"
"4208",2013-01-11,"burglary","other residence - other dwelling",2013,35.93062969,-79.05588546,1,11,37135011800,"chapel hill"
"4209",2016-08-15,"burglary","home of victim - other dwelling",2016,35.96662054,-79.05732292,8,15,37135011201,"chapel hill"
"4210",2013-08-20,"burglary","home of victim - single family",2013,35.94258568,-79.01110391,8,20,37135012100,"chapel hill"
"4211",2015-01-27,"theft(including auto)","parking lot/area",2015,35.91295534,-79.06388993,1,27,37135011300,"chapel hill"
"4212",2014-02-03,"theft(including auto)","home of victim - single family",2014,35.902127,-79.06641672,2,3,37135011700,"chapel hill"
"4213",2016-11-09,"burglary","home of victim - other dwelling",2016,35.94837701,-79.02212549,11,9,37135011900,"chapel hill"
"4214",2016-02-21,"aggravated assault","home of victim - other dwelling",2016,35.94751294,-79.05819584,2,21,37135011900,"chapel hill"
"4215",2012-01-10,"theft(including auto)","home of victim - single family",2012,35.93633195,-79.00441305,1,10,37135012100,"chapel hill"
"4216",2014-09-16,"theft(including auto)","other retail establishment",2014,35.91331983,-79.05465297,9,16,37135011600,"chapel hill"
"4217",2014-09-05,"theft(including auto)","home of victim - single family",2014,35.93739321,-79.05590487,9,5,37135011900,"chapel hill"
"4218",2016-07-20,"theft(including auto)","grocery/supermarket",2016,35.96218656,-79.05479277,7,20,37135011900,"chapel hill"
"4219",2016-09-16,"theft(including auto)","grocery/supermarket",2016,35.93474596,-79.02809665,9,16,37135012100,"chapel hill"
"4220",2016-09-21,"burglary","home of victim - single family",2016,35.91627575,-79.02118476,9,21,37135012100,"chapel hill"
"4221",2011-02-04,"theft(including auto)","highway/road/street  etc.",2011,35.91462735,-79.05287687,2,4,37135011400,"chapel hill"
"4222",2013-07-29,"theft(including auto)","home of victim - other dwelling",2013,35.96084036,-79.05605735,7,29,37135011900,"chapel hill"
"4223",2013-07-25,"burglary","highway/road/street  etc.",2013,35.93525741,-79.01143066,7,25,37135012100,"chapel hill"
"4224",2013-08-18,"theft(including auto)","other residence - other dwelling",2013,35.92040588,-79.05932409,8,18,37135011300,"chapel hill"
"4225",2011-01-07,"theft(including auto)","highway/road/street  etc.",2011,35.93402445,-79.05436659,1,7,37135011400,"chapel hill"
"4226",2014-04-06,"theft(including auto)","parking lot/area",2014,35.94491372,-79.0572788,4,6,37135011900,"chapel hill"
"4227",2013-02-16,"burglary","other retail establishment",2013,35.91425874,-79.05482185,2,16,37135011400,"chapel hill"
"4228",2013-02-10,"theft(including auto)","highway/road/street  etc.",2013,35.8854175,-79.0718733,2,10,37135012200,"chapel hill"
"4229",2012-04-01,"theft(including auto)","restaurant",2012,35.91418873,-79.05368951,4,1,37135011400,"chapel hill"
"4230",2015-02-07,"burglary","home of victim - single family",2015,35.92355161,-79.06260203,2,7,37135011800,"chapel hill"
"4231",2015-01-24,"theft(including auto)","bar/nightclub/lounge",2015,35.91310762,-79.05542354,1,24,37135011600,"chapel hill"
